is_weekend,temp_humidity_interaction,temperature,timestamp,humidity,day,pressure,day_of_week,pm_ratio,aqi,wind_speed,is_rush_hour,month,co,pm2_5,so2,pm10,no2,o3,city,hour,data_source
1,1492.409198368275,29.75223999885497,2025-11-16 16:31:53.362694,50.16123822696076,16,1010.3390161494964,6,0.6637411249261858,2.963250020297484,7.590150061259028,0,11,221.73851178414483,77.00590374817433,7.920792259918739,116.01797878161928,15.014273887963522,43.18044816141247,Karachi,16,historical
1,1758.93164247698,32.722144477623964,2025-11-16 17:31:53.362694,53.75355651521469,16,1013.9034656766872,6,0.5829921697051954,3.1883493666589886,2.2083406665832896,1,11,201.1050553571916,74.67753732014236,6.846061814817977,128.09355116708502,18.127375568185965,53.78214894122748,Karachi,17,historical
1,627.5179899931172,21.367849028253247,2025-11-16 18:31:53.362694,29.36739159675796,16,1022.5371867242708,6,0.6538566931063281,3.700684223902954,4.462438316846827,1,11,149.92310024026156,99.07623313179695,10.732994705380454,151.52591412822855,21.117492199077592,59.64814280045557,Karachi,18,historical
1,1768.9976003661,29.175593812162493,2025-11-16 19:31:53.362694,60.632788204936354,16,1016.6066419944376,6,0.6595916311304566,2.789937404734212,7.10338474270155,1,11,197.91212185317872,68.54728850927633,14.16402877920401,103.92382994883508,18.045382114037167,51.06007858727229,Karachi,19,historical
1,883.3021077941615,21.302037598372635,2025-11-16 20:31:53.362694,41.46561584614052,16,1023.9042476620144,6,0.6490782102906077,2.565888374003332,6.0325512544371165,0,11,249.39840396429253,64.40314348582785,14.284644326602807,99.22247036607966,25.56284102398381,56.60133967405283,Karachi,20,historical
1,970.5650984462897,20.902883966937026,2025-11-16 21:31:53.362694,46.43211434276119,16,1013.5414285383988,6,0.5958274847819982,3.0526994483563765,7.114322464160081,0,11,220.70293254370907,69.03629287231576,11.12916918631527,115.8662442327158,17.013860817400527,52.38759854246356,Karachi,21,historical
1,1700.1374411194697,30.07711995671898,2025-11-16 22:31:53.362694,56.52593877226176,16,1013.9211309514968,6,0.5988871473420725,2.7269201723417336,6.375038715270864,0,11,178.33903652130357,63.02467777140134,12.004649128113448,105.23631714441,24.040951614407696,44.45768208897604,Karachi,22,historical
1,796.7185937016849,20.61763055538317,2025-11-16 23:31:53.362694,38.642587544748935,16,1017.4373315248196,6,0.5570221749946688,2.6598392471568464,2.3840225149904613,0,11,197.9081716312023,65.71770442451475,11.817022242632625,117.98040971195398,19.548315692366373,32.57409573176282,Karachi,23,historical
0,1352.125296697197,29.55637163549519,2025-11-17 00:31:53.362694,45.747337101195015,17,1014.3726908038002,0,0.5615960403101963,3.2879137918132204,2.904392225388896,0,11,199.7731139551415,83.74516138891336,7.86380842400751,149.11992852132096,21.587154175263954,64.03398283547658,Karachi,0,historical
0,2408.569378728944,33.984393096663325,2025-11-17 01:31:53.362694,70.8728083470004,17,1020.2995686761246,0,0.582725671656763,3.0231343846756578,8.436634273355516,0,11,231.0893659817081,70.11861342646621,13.496440965050567,120.3286843826703,18.73544657913337,53.468655740518486,Karachi,1,historical
0,1334.8585399791746,30.49798717656305,2025-11-17 02:31:53.362694,43.76874225342256,17,1011.2272734338612,0,0.5355222402988887,3.001054127378571,5.608955116810618,0,11,50.103939406324,67.67407913059714,8.502591371696884,126.37024952096571,22.031759578227515,37.35474008281823,Karachi,2,historical
0,1125.2139908546862,28.05348413869605,2025-11-17 03:31:53.362694,40.10959869696197,17,1017.0496694034852,0,0.6162196011882581,3.1946518012056164,5.78555842063795,0,11,109.92813427229228,75.64009780392853,9.441958954446129,122.7486072466236,22.34412611347002,44.9816194317068,Karachi,3,historical
0,2179.14556817655,31.63806769005689,2025-11-17 04:31:53.362694,68.87732808225216,17,1010.8579570671948,0,0.5543570185974189,2.789759193186858,5.992691838703651,0,11,150.3703841750562,68.80738605971241,7.778221643666165,124.1210695479283,16.57676622231632,42.34472585059092,Karachi,4,historical
0,1761.084905366357,29.23552638463095,2025-11-17 05:31:53.362694,60.23783810823242,17,1015.2231128355412,0,0.526132771736521,2.8398813419013464,3.7684524583137575,0,11,228.8769378123756,66.91584556577727,10.464272313233325,127.18433285369969,11.61504923136473,60.56674323363838,Karachi,5,historical
0,1186.9345766137722,25.108946103879585,2025-11-17 06:31:53.362694,47.27138174988471,17,1019.721984934322,0,0.63649031591019,3.40607112125853,2.550127397392416,0,11,206.9625465085,89.46545221987058,11.530680683250491,140.56058667905063,11.624212101884597,50.7047277226086,Karachi,6,historical
0,1881.134161169268,30.38311305956222,2025-11-17 07:31:53.362694,61.913805786837706,17,1016.2558089756754,0,0.5275931076927077,3.659459789221043,5.076671196544058,1,11,143.53502714281868,90.94995104941812,3.7751811212823183,172.3865413010497,11.33913135991399,60.64739589002846,Karachi,7,historical
0,1472.4635049645494,23.46398065350396,2025-11-17 08:31:53.362694,62.75420725530905,17,1016.489846122475,0,0.6078625404293111,3.049032065398484,2.446936300649236,1,11,208.1124027668116,74.08518160058695,11.927429620813868,121.87818243950892,23.74625834120121,72.10938410738717,Karachi,8,historical
0,1284.1669236359944,20.600604134201205,2025-11-17 09:31:53.362694,62.33637204377008,17,1008.8034360960264,0,0.5721438726970003,3.3223600113601424,6.211083700963724,1,11,200.15601009438208,83.12436320779783,11.419016266794175,145.28577019616074,16.296816596373873,51.35897674131508,Karachi,9,historical
0,531.0252035512448,14.101720685598686,2025-11-17 10:31:53.362694,37.656766531587294,17,1016.3555994689176,0,0.7320582144007258,3.424350180299452,5.65143108462028,0,11,268.5388624093967,99.21862627259834,7.019164108575732,135.5337926968284,22.369842929165408,43.396987622756434,Karachi,10,historical
0,682.4767105430936,17.62547405422141,2025-11-17 11:31:53.362694,38.72104139971408,17,1010.4147377429924,0,0.6676932796207875,3.094627076393716,7.79383935151948,0,11,148.6772596287316,76.95387198829167,12.512104277026436,115.25332714445943,13.038926831427869,57.85858625031127,Karachi,11,historical
0,1509.6080957115437,24.090609717760056,2025-11-17 12:31:53.362694,62.66375626842818,17,1008.545270939957,0,0.6036163771785282,2.880603598138439,7.229070331578045,0,11,117.09644403649014,73.45243807810515,14.959904481635329,121.6872849299457,18.51868924002541,45.34398411861387,Karachi,12,historical
0,1303.7702472333428,19.827194587273866,2025-11-17 13:31:53.362694,65.75666776731849,17,1013.0440278391565,0,0.6503617610596105,3.0882751792801524,1.4458617170211534,0,11,115.64801521064146,75.65645065200884,4.820373564694487,116.329795479895,19.443668884081795,45.25201724525771,Karachi,13,historical
0,925.5759165197215,15.505032365753893,2025-11-17 14:31:53.362694,59.69519409479271,17,1009.6973502171912,0,0.6119772394173958,3.113408015478924,2.368748872329353,0,11,216.6336876758552,74.16471091495232,9.481087532809296,121.18867522844046,26.006665602292745,59.61866451628583,Karachi,14,historical
0,1749.3182817504808,19.67716500248383,2025-11-17 15:31:53.362694,88.90093067419346,17,1020.9266733995768,0,0.5433816185836688,2.961513745596199,6.064419692716635,0,11,212.93438097271863,63.391161642733344,7.20712324564828,116.6604822002688,14.000523504717036,38.01773415521651,Karachi,15,historical
0,2017.644315566722,26.234573555522285,2025-11-17 16:31:53.362694,76.90783733521047,17,1011.1306942287137,0,0.5652059205540937,3.036305176757365,4.621637688643602,0,11,197.7882508451971,67.28223698648775,10.611978973727116,119.04021974951768,15.95473155402561,56.249359334251885,Karachi,16,historical
0,1034.5828674138745,16.815640009427188,2025-11-17 17:31:53.362694,61.525036622683785,17,1012.1554232520704,0,0.643226105289633,3.593616958286174,8.389815902991165,1,11,170.05745440666868,97.77002691553425,11.712169575868048,151.99946972225294,24.31157356338799,63.51550236911929,Karachi,17,historical
0,1121.590854934855,21.81103133057036,2025-11-17 18:31:53.362694,51.42310044563701,17,1009.1216767593468,0,0.6480411236237419,3.2629917361254144,7.431400655126813,1,11,193.4313718442749,81.34839528223506,12.71527011162847,125.52968062790198,21.97469912034631,61.76731070886575,Karachi,18,historical
0,1575.2687929442595,24.83189554739465,2025-11-17 19:31:53.362694,63.43731552581921,17,1008.075001459735,0,0.6293746802409438,3.5948295171948743,7.76523607617855,1,11,212.86809816898284,95.28846644283836,8.609463767087831,151.40181109026986,24.63582206412972,51.61557547157619,Karachi,19,historical
0,810.7434103394334,26.0525056865905,2025-11-17 20:31:53.362694,31.11959441032697,17,1017.6247875605768,0,0.5816445042501249,3.166093326416496,0.6693136625138099,0,11,264.88253239227686,75.64526172822355,11.315342058309156,130.05411583102273,18.203441586338013,39.538707468382896,Karachi,20,historical
0,2103.069596985845,23.452354945589388,2025-11-17 21:31:53.362694,89.67413301841412,17,1014.9528507673576,0,0.6230124487014012,2.953624176521094,5.469515075675515,0,11,246.97327582880447,77.95769978700956,13.10616541867292,125.13024410588191,21.13506659078721,68.39635061825497,Karachi,21,historical
0,2386.761876828932,32.814646525839464,2025-11-17 22:31:53.362694,72.73465142918751,17,1017.8160567089924,0,0.6156199248262851,3.0029967269579103,6.815240400247516,0,11,57.40342971821429,73.2084782388636,8.9619671248605,118.9183054130704,16.181794194174078,64.04012909818162,Karachi,22,historical
0,1633.2201361403954,27.874704493565424,2025-11-17 23:31:53.362694,58.59147803763828,17,1014.601201646524,0,0.5913512322386509,2.3000009750184445,5.200461205426014,0,11,235.94537839072592,60.07649689322557,7.113257021101528,101.5919027779764,21.57576859222093,49.20735016003463,Karachi,23,historical
0,757.204660952499,21.325861432469505,2025-11-18 00:31:53.362694,35.50640443530331,18,1015.973720088978,1,0.5699582676655268,3.272201195489832,4.879647890650016,0,11,236.751704421634,82.31832607532925,9.01022524157696,144.42869021357328,14.3049333220352,41.83285205601798,Karachi,0,historical
0,1485.8279268701365,27.23419693882424,2025-11-18 01:31:53.362694,54.5574349119869,18,1008.4118402706754,1,0.671904092695651,3.0357122110621866,5.881461500635629,0,11,165.40913382828617,78.98760317607588,14.078299526707807,117.55785391808068,21.31472502488224,38.54426173141954,Karachi,1,historical
0,1243.6628670318555,19.54086594028085,2025-11-18 02:31:53.362694,63.6442044499273,18,1013.8301774978972,1,0.6489358897193468,3.137611403375479,9.861560935818495,0,11,188.0047317459428,84.52654478235351,12.997749918144176,130.25407612901444,21.59751428085325,59.06689603497341,Karachi,2,historical
0,269.2848220768069,17.09247927448267,2025-11-18 03:31:53.362694,15.75457941194182,18,1014.925162327106,1,0.5777087674718603,2.690202648270346,7.221037232156372,0,11,147.4007558803765,64.79475554301112,11.37248269199911,112.1581654828654,19.27301252544884,47.85088618840575,Karachi,3,historical
0,1016.4488313756806,27.67284021931105,2025-11-18 04:31:53.362694,36.73091823319126,18,1008.4177939843818,1,0.6262024441534731,3.617096133747678,4.219924954332435,0,11,185.7007268068861,82.6632931835103,6.005384397032666,132.0072988460753,25.72141280772323,56.6343869385145,Karachi,4,historical
0,852.8112673972576,28.560211986959985,2025-11-18 05:31:53.362694,29.86011685720799,18,1012.3642108069112,1,0.601321641167811,3.0664686933342487,4.760216212115967,0,11,279.30471086413934,74.13212063541282,8.450382543452175,123.28197683263616,20.83766011415956,49.64109043922922,Karachi,5,historical
0,2231.563683605983,23.11937816483921,2025-11-18 06:31:53.362694,96.52351666619764,18,1018.1546154559164,1,0.5725109482051544,3.1025024685376343,5.803608258881335,0,11,159.38397408874422,74.03680316360342,14.821349021386451,129.31945388243122,11.416770687875434,51.29068313746642,Karachi,6,historical
0,1192.1132490608986,24.133028209714592,2025-11-18 07:31:53.362694,49.39758237969578,18,1014.5921650406628,1,0.6155721271267847,3.741034162916797,7.744584506434139,1,11,285.252659464496,93.09571629653875,11.345241795383236,151.23445684759625,23.79460622560408,48.1937627413683,Karachi,7,historical
0,1470.0611927595314,22.33894364342716,2025-11-18 08:31:53.362694,65.80710423127242,18,1015.2379784345732,1,0.6462483640449697,3.473028305574288,4.023342425996634,1,11,202.06937750790848,86.10564945944209,8.976310461272572,133.2392532810348,24.315239917969823,44.55725870661628,Karachi,8,historical
0,2665.666477099788,30.772849947998136,2025-11-18 09:31:53.362694,86.6239715074943,18,1016.3425656923934,1,0.7060217994202166,3.2192781706606843,1.929927190849276,1,11,127.38635100311882,79.96964545249051,2.741029357150428,113.2679550662053,14.313219896682572,49.3542757213286,Karachi,9,historical
0,1984.427984393399,31.23715830241883,2025-11-18 10:31:53.362694,63.52780125456341,18,1017.1425903392652,1,0.4964391225906,2.3841145386446767,5.390692108644328,0,11,258.99650816372457,55.76062668876544,14.739500956938622,112.32117726295662,25.64887460691023,48.38947819067684,Karachi,10,historical
0,1210.4672130480958,28.95110955195416,2025-11-18 11:31:53.362694,41.81073650651814,18,1017.1611766673497,1,0.5434815403812246,3.005727198597121,2.400760915218448,0,11,139.7738444689303,68.29500059097916,10.828024389867076,125.66204280475412,20.00811001747249,82.42841184097335,Karachi,11,historical
0,1241.376464647747,27.28708831404161,2025-11-18 12:31:53.362694,45.4931816235208,18,1006.118038329682,1,0.6097411887739407,3.313180108416999,2.966070508698417,0,11,295.50763709700715,79.18169389537186,13.274062461696712,129.8611531469431,20.13693099989146,54.94473617173823,Karachi,12,historical
0,1542.016636362513,28.51166539012936,2025-11-18 13:31:53.362694,54.08370978204429,18,1019.0435610496286,1,0.5942782098266423,2.976166459549704,4.873333680334223,0,11,219.73413511553736,74.38427332024001,12.387626015668353,125.16742510538752,24.72182574409609,55.905798672622375,Karachi,13,historical
0,1562.1553429433632,22.757129716762044,2025-11-18 14:31:53.362694,68.64465608739482,18,1007.7159561423698,1,0.5952049336646033,2.685556715876112,6.232832856161007,0,11,211.220253843238,64.20884452853996,12.10995944546381,107.87686878402374,23.194964379573594,38.60262707709804,Karachi,14,historical
0,2112.144372695275,25.871082202081805,2025-11-18 15:31:53.362694,81.64112951275436,18,1019.2154551935332,1,0.667363552254802,3.2484952315447897,0.7077783687286354,0,11,133.91737255795402,82.10022474053653,10.545650470681448,123.02173899540492,18.945281056805733,50.446870736856425,Karachi,15,historical
0,914.7607905076356,25.217638132613,2025-11-18 16:31:53.362694,36.27464180813234,18,1018.0813814712092,1,0.537005781128979,2.849295191571036,6.961800333141357,0,11,267.25536440830314,64.99014959163217,9.115251827797284,121.02318424766216,21.853445490560947,32.39532424364566,Karachi,16,historical
0,624.9132982568689,12.32394849167946,2025-11-18 17:31:53.362694,50.70723061515393,18,1009.5407149447376,1,0.6118436410365227,3.766738833465372,2.533570409408237,1,11,246.3807329495268,92.99378370487788,9.13458655649966,151.9894585278967,27.48780085791204,55.68892637503534,Karachi,17,historical
0,1712.066552241508,26.917661701348905,2025-11-18 18:31:53.362694,63.60383644154769,18,1012.7145676297736,1,0.5849584457051551,3.582785249266492,6.905131275969993,1,11,255.92863876863868,85.51796750200631,11.710634255727095,146.19494449544396,26.360156646835108,45.47769489632415,Karachi,18,historical
0,999.282216124534,31.142920084682203,2025-11-18 19:31:53.362694,32.08697878706743,18,1014.411521814911,1,0.6146059248547667,3.070647454943364,8.624739603972499,1,11,172.79721621120598,75.20238921439017,10.965503753604178,122.35871177480225,19.68581104884583,57.13022610303596,Karachi,19,historical
0,1803.4194985725967,27.457705740125324,2025-11-18 20:31:53.362694,65.67990478305585,18,1013.427424070827,1,0.6476233309909017,3.3555083381577875,9.508881897652248,0,11,221.5052553610957,89.30514473848514,16.71136713339353,137.89673791066642,12.99110911775286,37.90820309107424,Karachi,20,historical
0,1047.9603374388794,24.850627809428705,2025-11-18 21:31:53.362694,42.17037675970775,18,1020.0792754843728,1,0.6973196160621372,3.467235498265352,3.0569034164362883,0,11,203.85339744554256,95.41699584452876,7.662726442858335,136.83394765711893,19.17412558174917,43.81815955395648,Karachi,21,historical
0,1225.2734420684471,24.45483663121984,2025-11-18 22:31:53.362694,50.1035218736331,18,1008.9953838528138,1,0.6431755013090577,2.653892294537514,6.498422529626697,0,11,191.0671210430984,68.96980762235418,11.24003998199553,107.2332628994414,10.83442985984398,42.40903307102734,Karachi,22,historical
0,1174.3508955881273,22.13465041475395,2025-11-18 23:31:53.362694,53.05486527157251,18,1018.262051359864,1,0.6363220509580302,2.850704546875108,1.6364936476042424,0,11,215.88950827932496,73.34090447116762,14.28623015770234,115.25752464612444,19.038198970207947,45.17119383270274,Karachi,23,historical
0,1749.0604633347718,25.455544481745804,2025-11-19 00:31:53.362694,68.71039292005814,19,1016.4250375599696,2,0.5768207090861908,2.7600896144127547,6.472035084047492,0,11,206.4208700288695,63.87463078931235,11.606371019478312,110.7356753721683,26.025749798203137,52.11453695013188,Karachi,0,historical
0,662.1565001214966,19.87705654754894,2025-11-19 01:31:53.362694,33.31260332924634,19,1019.7585212575342,2,0.5078496803360721,3.09543717913556,5.314305395401637,0,11,263.8597068696244,75.5055479896122,6.328381931518631,148.67696271787747,27.569321172653165,72.09425882966686,Karachi,1,historical
0,1382.2703598226606,27.345668501976164,2025-11-19 02:31:53.362694,50.548055159915705,19,1013.0540684951744,2,0.5713461104080508,3.4986040837967067,0.9252597454676268,0,11,245.6280344759424,82.31705869817104,7.623369855818936,144.07564381488632,16.869950218421188,66.16858391685322,Karachi,2,historical
0,1350.4847504978363,31.0216152578448,2025-11-19 03:31:53.362694,43.53366964527496,19,1010.5302978222436,2,0.5670460167009931,3.0706306828827548,4.156500245661944,0,11,222.70195652427137,73.09088918203591,7.057031841662152,128.89763269526182,26.815130184286023,40.30210146308473,Karachi,3,historical
0,2097.7562243934294,22.30653153715349,2025-11-19 04:31:53.362694,94.04224143495514,19,1006.9588786855946,2,0.5650103246331324,2.987416951000068,3.2315972231901693,0,11,234.30266100606207,77.86004659682904,3.996056799738758,137.80287404019467,22.152780363403668,50.40707459790614,Karachi,4,historical
0,1244.2620680892458,26.531917622609253,2025-11-19 05:31:53.362694,46.89680127112049,19,1007.855779341574,2,0.6003586401337925,2.629284305601612,3.499735131560436,0,11,242.6185907579924,61.79393991407643,9.96363791364555,102.928376112494,16.902970251247666,38.37570279005787,Karachi,5,historical
0,2484.495682509975,31.158134047356462,2025-11-19 06:31:53.362694,79.73826926650526,19,1015.8564226995376,2,0.6089041964493608,3.493496557582311,0.8848921182375449,0,11,194.4626479754382,89.29550480421192,8.271139152350395,146.64951452939795,19.30598599263056,49.689935582693735,Karachi,6,historical
0,1653.4415602206186,28.257314097912108,2025-11-19 07:31:53.362694,58.51375521719486,19,1013.290827919766,2,0.7884493099968638,3.3121793999840667,6.0621681767310776,1,11,288.6723043309589,92.68900480884874,8.377744380678319,117.5586098353202,12.964382997537657,49.43158616370164,Karachi,7,historical
0,595.1810731336018,20.21859587346905,2025-11-19 08:31:53.362694,29.43730993281297,19,1010.1352891470698,2,0.6891386480386581,3.8820803351322857,1.4236043115500523,1,11,245.710972948118,101.49887576354502,13.189926252356011,147.2836794923905,16.414377382863425,46.73422592196936,Karachi,8,historical
0,1033.3443079089398,21.71159108878824,2025-11-19 09:31:53.362694,47.59413088074203,19,1014.840677235456,2,0.5983225941681988,3.333031831275666,4.84251652060267,1,11,246.5486715354004,80.58482166877255,7.970391492874148,134.68457058821812,24.261351724012936,44.40468342949135,Karachi,9,historical
0,832.9718636076325,23.86168662089635,2025-11-19 10:31:53.362694,34.90833975156541,19,1013.5290367445112,2,0.540260248793174,3.2226108642479305,5.443877600083495,0,11,236.7920617308613,81.51302807751792,10.588960553832267,150.8773378378302,12.878558228587234,49.072575405112026,Karachi,10,historical
0,1414.6473234845282,27.362992911763428,2025-11-19 11:31:53.362694,51.69929064581117,19,1012.8635194300632,2,0.5889489238260265,3.0590956896489496,5.304011682924589,0,11,239.8987755231328,74.73429072570778,11.43042068669719,126.89434975142944,14.683283088573516,53.48877126971021,Karachi,11,historical
0,1137.3370214990146,26.91860071319858,2025-11-19 12:31:53.362694,42.25097112649551,19,1011.9691365689362,2,0.5715919485482774,2.7325457038227734,6.012043627707286,0,11,284.2101611584749,68.39454993897458,3.013706566558998,119.6562514791929,15.213766271559724,47.287123966593,Karachi,12,historical
0,1252.9072922188338,24.98023220661053,2025-11-19 13:31:53.362694,50.15595058749199,19,1011.720580220708,2,0.5127842115845441,2.913727150897722,4.387044366042742,0,11,146.4756023016781,62.45403663077119,16.587999731069598,121.79399291133248,14.767632710400171,46.55623550153374,Karachi,13,historical
0,1508.3146980574072,21.40420600240963,2025-11-19 14:31:53.362694,70.46814527423278,19,1011.8361138122744,2,0.6355631654977607,2.750012253674068,9.041620410301665,0,11,224.4647035164272,71.91668621243431,4.657888090675539,113.15427028580324,18.844729087102102,49.80693032839929,Karachi,14,historical
0,2646.811051034459,32.70395728502716,2025-11-19 15:31:53.362694,80.9324397034437,19,1017.135358390071,2,0.5642055806196691,2.821952734224604,3.438967840989884,0,11,164.3360318327711,66.41292181796746,12.983484147416767,117.71050145414354,13.95990986183369,42.138616213932856,Karachi,15,historical
0,836.2911606028562,24.65777400400725,2025-11-19 16:31:53.362694,33.91592284311416,19,1012.1257900807296,2,0.5852110542401852,3.521016119526542,5.286521804412299,0,11,203.70777715274696,78.96161715654422,9.21712961772399,134.9284443354626,11.224588876551088,45.39289687968023,Karachi,16,historical
